DISTRICTCODE,CHILDREN,FEMALE,ELDERLY,FHEAD,FAMILYSIZE,NOELECTRIC,LOWEDU,GROWTH,POVERTY,ILLITERATE,NOTRAINING,DPRONE,RENTED,NOSEWER,TAPWATER,POPULATION
2102,9.858603744,48.5385632,3.595853061,14.47753732,3.711020641,0.540437588,30.13516115,1.158513141,6.01,6.598959482,96.52405781,97.79301478,16.47025212,3.614027569,11.50155941,156313
2103,9.761202675,48.57959033,3.29761466,12.01231539,3.654399384,4.295954202,32.99571603,1.358753316,4.64,4.427489825,99.81719344,99.54779429,9.462644922,9.400105835,36.51801607,76192
2104,7.920769894,49.03931256,5.469476467,13.30484567,3.703078327,5.136077,46.40806534,0.423333394,13.84,8.525471778,99.90043146,97.74311318,4.036674411,15.5575838,38.51642881,89330
2105,9.218364085,48.35827401,3.661194247,12.02670569,3.777025791,2.615694165,37.61203873,1.5374154,6.87,8.124616575,100,100,6.447777575,1.353576001,2.423632705,41412
2171,10.05450108,48.95084048,1.130844275,13.72338482,3.518297846,0.302473475,13.00709854,3.779258854,4.81,3.84128697,98.92598394,97.65631486,35.06118654,1.102519967,87.96609419,1283196
2172,8.566846889,49.43947057,3.608317346,11.5702182,3.713047076,0.354373909,20.17008371,1.171192439,9.29,4.260076618,99.51071217,98.00507276,21.85065928,1.629760213,32.09152561,207057
3101,10.24662361,50.04194279,3.032463719,12.07948405,4.155830573,0,33.19547021,1.174884438,12.98,3.243142203,95.92121318,100,5.943873104,11.01621056,2.405438382,23897
3171,8.752393289,49.89018101,3.784929414,18.04278365,3.609170756,0,14.06211188,1.043130826,3.14,1.853037476,97.05803521,92.1727915,38.51503146,2.20026023,4.644993819,2226830
3172,9.376278441,49.55776553,3.212049811,16.2321413,3.697009164,0,11.55004638,0.910146885,3.31,2.309776117,99.29756215,98.14484691,36.35989919,2.425811806,20.82468893,2892783
3173,7.925712336,50.06323187,4.874285925,21.7200944,3.420943673,0,17.03700439,0.580282364,3.78,2.168685219,98.80136032,93.45784319,35.07535634,10.87732991,45.3412871,921344
3174,8.960712581,49.4365204,3.435521179,14.76146077,3.777483803,0,19.48687485,1.326824694,3.45,2.349618161,98.02593906,85.76544516,33.94203585,3.134902908,48.25034253,2528065
3175,9.132778778,50.4010052,3.15357264,14.78123704,3.631219977,0,17.10876567,0.860959067,5.59,2.984973883,98.67105562,88.94712215,37.49466195,4.87095713,88.33475341,1781316
3201,10.01956581,48.87990595,3.377553353,11.78307609,3.878330403,0,38.90281887,2.294883975,8.57,6.010260739,99.02196701,98.66558656,12.47754708,8.70149759,4.9805226,5715009
3202,9.227337461,49.30851062,5.698683516,14.28360337,3.551130832,0.702170688,48.22920321,0.335531644,8.04,4.24369459,98.8993,94.52721183,4.69948775,16.738231,7.570173609,2453498
3203,9.368021795,48.56063844,5.420497012,14.81678181,3.481780076,0.178162029,49.58683562,0.289837929,11.41,3.681423116,99.60430738,93.72959203,4.413601451,17.17148481,7.971438496,2256589
3204,9.820134019,49.30323313,4.281772923,12.08851774,3.669924502,0,34.78638351,1.640909671,7.36,3.484337106,98.73579189,87.73102504,9.975828204,10.6921154,8.27775701,3657601
3205,9.988928237,49.61991849,5.458677093,15.38632455,3.728272851,0.11008576,43.79815777,0.764291059,11.27,3.481830079,98.7544294,91.43841546,2.879831942,19.23052506,6.476880548,2588839
3206,8.472547549,50.4469936,7.119654546,15.27432267,3.433797372,0.402157689,51.68144035,0.371701278,10.84,3.462585332,99.43343946,97.5671918,1.121715139,27.99332163,3.04558246,1747318
3207,7.483820792,50.55037687,8.69928404,18.84261129,3.157707052,0.219364538,47.05231928,0.59329756,8.2,2.801281276,99.26807149,96.50407831,2.780044247,17.81721584,4.289914314,1181981
3208,8.369030107,49.71775407,8.107738161,15.30687395,3.570620845,0,47.18784133,0.620124742,13.27,4.553402697,99.58422881,92.85054331,2.873240002,6.195392372,10.02303145,1068201
3209,8.54303926,48.74111492,4.973418408,13.05944854,3.727533861,0,40.96622067,0.786115395,12.97,8.531481018,99.8073491,93.71982264,4.390503729,11.87085818,11.22165576,2159577
3210,8.083171675,50.00582893,7.887755812,15.92731233,3.262596661,0,48.12215854,0.486130627,12.6,3.979831215,99.64345718,97.21223465,3.33092537,11.23397199,4.529981886,1193725
3211,7.874704576,50.17683948,7.97501984,15.26977937,3.25574038,0,39.71500016,0.404837163,10.53,1.826680048,98.61798832,94.30623696,7.083449401,5.691204812,12.59557824,1146435
3212,8.01652728,48.48927402,5.718729395,14.94474265,3.231096992,0.25599449,43.22409601,0.489568768,13.67,13.28393669,99.6323745,99.67797293,2.76674607,9.163959457,27.56793882,1709994
3213,7.87718678,49.47705947,7.316483134,15.76873865,3.42609187,0,41.01793832,1.046092864,10.77,6.366006543,99.69419296,98.70730024,2.989478127,15.64034806,11.83897534,1562509
3214,9.465438356,49.11809979,4.922100232,14.21388097,3.616309019,0,36.16732298,1.133741015,9.06,4.274618243,99.51139063,98.7575252,7.346055373,8.19141493,13.18514874,943337
3215,8.956218992,48.72433207,4.668630065,12.50717441,3.60482588,0,39.85621766,0.902367102,10.25,6.603069723,98.99339955,96.30408879,8.260861428,19.55665286,7.518934195,2316489
3216,8.982502364,49.06051829,2.709937456,11.64896772,3.652676753,0,26.70758794,3.72588613,4.73,5.808850299,98.22364408,96.30086495,17.21062717,6.815000058,23.87562243,3500023
3217,9.44211793,49.24518652,5.310288809,12.84183241,3.578179563,0,38.31686871,1.072831954,11.49,3.608531685,98.8232052,97.68236444,3.41692466,5.717767319,12.40241818,1666510
3218,7.526630998,50.16714864,8.293309746,15.28448886,3.105052333,0.356496419,46.57125311,0.56696562,10,2.868207706,97.31014402,79.6600299,2.152356969,13.12190131,1.28826631,395098
3271,8.829191061,49.25401962,3.982523992,17.25705704,3.67582005,0,24.96396721,1.536579134,7.11,2.752430937,95.61968802,97.90012629,14.44277571,3.877871454,52.84329454,1081009
3272,8.990446954,49.36452283,5.305700572,17.83874249,3.534746606,0.342379593,25.93290162,0.928950365,8.48,3.191189122,93.99687155,97.0006235,22.20982509,5.212264409,12.40442359,323788
3273,8.150045611,49.52852846,4.447981488,18.34167245,3.415166105,0,23.29727646,0.130403207,4.17,1.740752986,96.62330875,96.37977105,33.437863,3.447426641,34.34469888,2497938
3274,8.4793638,49.84517252,4.680652323,22.84361063,3.602406168,0,22.49433479,0.858269041,9.66,4.777017746,98.07091741,98.42354541,15.77146018,2.254053493,70.55095244,313325
3275,8.829580785,49.60459048,2.386253334,12.6557378,3.93339406,0,18.55440057,2.604109439,4.79,2.019164031,97.11255205,94.27937007,28.2655101,0.734113361,14.09849274,2859630
3276,9.352053304,49.60766965,3.006598629,11.35000554,3.812409512,0,18.55154334,3.52056962,2.34,2.423194213,98.50359393,99.25068852,25.63484281,0.186219422,8.94603559,2254513
3277,8.845799601,49.62224106,3.858347071,13.92067675,3.605910737,0,15.99669525,1.19522859,5.76,2.539039262,98.2780405,98.74132101,21.27540522,4.967329699,7.795145783,601099
3278,8.333787219,49.69241709,5.125877511,16.40410173,3.701633634,0,31.39300804,0.339711245,14.8,2.280165776,99.46572281,98.27620002,13.41405362,8.463309046,10.45704781,661404
3279,8.173543789,50.57414509,7.124556293,17.56630207,3.413826041,0,33.18621531,0.304966179,7.06,3.532230408,98.30124363,99.27517231,8.49752772,7.188342823,18.11320048,182388
3301,8.277554363,49.9018762,7.726072269,16.31453886,3.49891834,0.430412545,43.58679155,0.481727741,13.94,7.536299539,95.39460623,91.99653705,1.077157026,8.36797305,18.35771928,1711627
3302,8.182956338,50.01932129,8.186567793,16.8588624,3.696432346,0,39.50968333,0.82434751,17.05,5.133306674,99.14207207,95.95821606,3.247043642,13.61582361,14.73807166,1665025
3303,8.538890505,50.59616138,8.014049719,14.18768868,3.965187897,0.203424824,42.90154228,1.016218171,18.8,8.376538802,99.42138867,98.23380409,1.999548909,14.44489746,23.30450397,916427
3304,8.250646956,49.89759505,7.625247236,11.75738765,3.897227068,0.159894658,49.44031333,0.574071612,17.21,9.804559248,99.65156645,91.83211916,1.085060538,19.8295027,4.374016691,912917
3305,7.956740638,50.21135197,9.44749614,15.26388017,3.66509434,0.225233541,37.39931887,0.27417792,19.6,7.066259868,98.86275523,98.59598272,1.405863457,9.192113134,9.061957686,1192007
3306,7.041837342,50.69705563,10.81651087,19.69682481,3.251574389,0.092437013,33.54993171,0.297100471,13.81,7.661447654,99.74591205,90.1233556,2.791779936,10.92578173,8.552017449,714574
3307,8.350385574,49.30780454,7.379843932,13.10894717,3.534903345,0.111004819,50.67289015,0.427718089,20.32,8.24723314,97.96852156,91.86145155,1.768406043,18.10687147,39.55426601,784207
3308,7.693742084,49.82154893,8.266428995,15.11387399,3.59581837,0.167344759,41.20463842,0.9147959,12.42,7.055228378,97.56455132,86.86102146,1.693619875,16.86261251,16.26198973,1268396
3309,7.732197093,50.76638706,9.833468274,17.20533911,3.467029542,0.164932442,31.81577038,0.577114631,11.96,10.32936049,98.8119877,97.48825346,2.186512587,7.490355193,18.14933689,974579
3310,7.30213141,50.92191917,10.15787303,18.34058782,3.491486202,0,29.33759954,0.353920545,14.15,8.202184524,98.1095418,92.67975069,2.64813828,9.026900487,12.72130186,1167401
3311,7.35005766,50.44742308,7.558227737,17.27834385,3.632716062,0,23.9893486,0.740923656,8.75,7.412373038,98.33050872,96.55120975,7.173135652,5.4186988,8.917213288,878374
3312,6.196938634,51.40689918,12.64437932,16.94687466,3.571702923,0,42.39901849,0.24702122,12.9,10.7291946,95.42383097,97.60522306,1.054196007,2.194120312,16.63166406,954706
3313,7.72191227,50.54630043,8.354912449,15.30651034,3.673173905,0,30.01569776,0.878731511,12.28,9.703020387,99.11092152,97.8763484,1.509955145,3.034693067,26.8092008,871596
3314,7.354833457,51.01809366,9.682857718,18.90689314,3.38945908,0,31.59697585,0.342599874,14.02,14.31558109,99.34425853,93.22183301,0.946245296,5.944597319,26.25840277,885122
3315,7.76710208,50.53871083,7.688629465,14.99454893,3.38620419,0.242131953,44.43455699,0.489196443,13.27,8.692170804,99.71639519,95.60288373,1.415043969,7.453194031,12.37108026,1365207
3316,7.128895892,50.75333309,8.811905075,13.88124479,3.372961647,0.117937509,40.93093415,0.375749372,13.04,13.21148261,99.6638781,96.81175601,0.940355071,10.40405391,14.9933955,858865
3317,7.136155171,50.1558749,6.933844367,18.07641343,3.465917624,0,44.77535435,0.772969952,18.35,9.038854104,98.18076413,95.37709806,0.579726148,15.60457155,10.0601811,628922
3318,7.158376674,51.56376634,8.340810056,18.46085533,3.47678744,0,36.8975405,0.619044775,11.38,8.474678917,99.65873738,89.53870901,0.781106004,8.480180517,19.37796371,1246691
3319,7.613194901,50.77167365,5.165537015,16.70885497,3.885903921,0,27.56357914,1.198763306,7.59,6.52796177,96.68505253,89.52509555,1.918842835,3.008262193,19.26441306,851478
3320,8.632394061,50.12938786,5.935350373,18.23650067,3.665634079,0,37.59443506,1.458952043,8.12,6.152641471,98.51728431,97.3666007,1.537452857,8.825015489,14.08008469,1223198
3321,8.245593374,50.45305458,4.874796982,19.46634324,3.65086424,0,35.63179216,1.028034909,13.41,7.639766248,99.46095277,92.9404064,0.931139924,9.337709883,26.48518743,1140675
3322,7.712075485,50.87536699,7.710903838,16.86278002,3.800550676,0.157335975,32.62041411,1.350601655,7.78,7.314866929,98.97694508,96.51189111,3.674017671,6.53983309,20.43141228,1027489
3323,7.82868255,49.90158039,7.725444274,11.17815793,3.752661643,0.115928243,46.35034573,0.849715756,11.46,7.583099269,98.54098856,94.79115576,1.603178614,12.42017548,22.73729372,759128
3324,7.824911609,49.30799923,6.466561061,17.87521461,3.604056374,0.055845896,39.51577915,0.779223709,11.1,7.998605165,97.79220044,92.59023074,1.643303209,15.7745788,37.14053921,957024
3325,7.908995719,50.07183851,6.095272178,15.98667691,3.890043259,0,43.96006106,0.847868217,10.8,8.300242228,99.427169,98.02937886,1.030167725,15.15707738,19.78097335,756079
3326,8.549185313,50.32668878,5.730731579,17.13974733,4.204654125,0,43.85862647,0.737864746,12.61,9.021575886,98.71574284,94.8529901,1.714402502,14.97808873,8.66897345,886197
3327,8.478708277,50.54192341,6.457689059,15.25813958,3.976577417,0,46.07589398,0.281930269,17.37,7.8383608,98.99740295,90.15269191,2.380323803,19.15463816,27.02591526,1296281
3328,8.777722707,50.316442,6.079344358,17.4040587,3.712200722,0.138900766,42.67357022,0.308311236,9.9,8.208379568,99.3560291,98.96653684,0.576852809,9.20891349,24.41103225,1433515
3329,8.255669956,49.7445775,6.202313795,15.64561614,3.807389929,0,49.00352747,0.402817443,19.14,10.68838115,99.82451412,93.99273866,0.981617483,18.59471251,23.42619726,1796004
3371,6.808314316,50.81025861,7.661825162,23.24417601,3.490969226,0.109289617,20.96229445,0.362728249,8.75,4.430810577,96.10296232,99.4794363,14.29680759,5.165372448,73.66407823,121474
3372,6.820447379,51.38336701,6.41530877,20.40912026,3.504203337,0,18.84344055,0.295864497,10.65,3.610513302,96.85140508,89.3017092,18.26361752,10.99459717,38.92215162,516102
3373,7.566175494,51.07553432,6.76702509,22.04819067,3.281094831,0,19.29515047,1.441078752,5.07,4.34178175,96.95802917,99.84842413,21.89138805,1.426903845,65.29609561,188928
3374,7.140804622,50.95577679,4.723155786,15.87952784,3.583500178,0.108090845,19.74684507,1.549823945,4.62,3.515303938,98.20872178,86.85508866,13.96930875,2.675043707,48.79851293,1757686
3375,8.347027052,50.0074693,3.861462722,19.93070964,3.908715793,0,30.20157923,0.913421126,7.47,4.782515783,99.31617943,87.64062439,4.554478571,7.510348139,40.93061881,301870
3376,8.154002566,50.48776355,5.451736019,18.41147239,3.431003696,0,34.00140827,0.36114969,8.11,5.840855681,97.18311809,89.9948784,5.813712055,4.641280124,90.39214872,248094
3401,7.319952213,50.81414775,11.0579875,15.223068,3.585762561,0.649406062,30.2567212,1.143695886,20.03,6.717406711,97.20183643,83.25966002,2.548129437,8.209311851,15.57294511,421295
3402,7.211436231,49.96870859,8.141814096,15.50592815,3.511891701,0,24.03650066,1.173200762,14.07,6.828082591,94.22084587,88.16988144,6.021589099,3.091134313,5.671916475,995264
3403,6.676167206,51.74940015,12.55995097,16.55138826,3.579753635,0.152502017,35.99611135,1.158473651,18.65,12.61925763,96.84419213,94.53206478,0.91697987,2.113874732,30.18851217,729364
3404,7.496855726,49.54325067,7.205070493,18.5668107,3.238658997,0,17.49385463,1.109416869,8.13,4.477092751,94.77954701,22.12230216,20.98439252,1.962363543,6.072388685,1193512
3471,6.458248318,51.19337971,6.288850085,29.59917923,2.921873917,0,14.58523149,1.225450971,7.64,2.94568964,89.1469214,94.98384793,36.28252943,3.574250974,16.80854604,422732
3501,6.240360745,51.25289969,11.80378139,11.88934889,3.46930749,0.146782085,45.09212059,0.13684415,15.42,9.187890382,99.62300841,94.42353532,0.747083177,2.00288546,19.41098984,553388
3502,6.321674526,50.02167556,10.56812968,20.06572796,3.460040026,0.236334194,36.91607192,0.097990182,11.39,10.65920186,100,94.40198298,1.560442271,7.541607152,10.35414321,869894
3503,6.542128931,50.31261955,9.51760876,15.09325466,3.463648182,0,43.79213437,0.239889943,12.96,7.204600712,98.4159208,81.03855193,0.403520176,13.66868343,5.603780189,693104
3504,7.39657269,51.21997413,8.650637327,25.75433042,3.424460527,0.103437725,37.54291687,0.48217714,8.04,4.188342199,99.46684671,97.59099859,1.329390948,6.252827076,5.39339595,1030790
3505,7.345071406,49.90973938,9.53249252,19.31609426,3.432251053,0.331978622,39.73046639,0.301187165,9.8,8.732975627,98.38774508,94.67315737,1.195420779,10.96601313,3.446622899,1153803
3506,7.824679176,49.81903049,8.051460099,20.37465993,3.541885245,0.153969833,36.39990085,0.497002813,12.25,7.231689664,100,98.06379529,2.694017886,10.20697361,2.102664723,1561392
3507,7.502690861,49.74494645,7.738639204,15.68529945,3.55361018,0.160234495,42.89249877,0.610899612,11.04,5.963187668,98.2280275,96.55509649,3.288951141,5.704209885,23.0705902,2576596
3508,6.965132351,51.18094808,7.487703083,18.71690645,3.559868193,0.155997127,48.70454111,0.316784499,10.87,12.70688712,99.00732224,97.19308252,1.194718088,19.81953812,8.805591157,1036823
3509,7.434878078,50.86229129,7.288752848,16.00767705,3.458619727,0.0732369,47.79775459,0.40441,11,12.31755959,99.67328363,96.8345701,3.379726202,30.87049322,4.205279896,2430185
3510,7.110217317,50.24581424,8.412309419,17.8503971,3.246511364,0,40.09329221,0.352586923,8.64,10.01371484,99.71313525,97.27448118,3.056719053,19.41388085,11.41284433,1604897
3511,6.661006775,51.28630154,8.491009496,14.85302994,3.153223323,0,50.83546199,0.490772236,14.54,18.09486874,99.13406938,98.4171823,1.519587112,53.73327366,8.784125016,768912
3512,6.63881749,51.23020259,7.198168643,17.47103081,3.024625493,0,46.7394971,0.569432055,13.05,16.09255705,97.47300013,89.82844508,1.478782779,46.88511236,12.59829833,676703
3513,7.597840533,51.21407139,6.71915924,13.04621058,3.67947033,0.176088912,49.47350087,0.647310972,20.52,15.36671618,99.52660155,91.32857808,0.669265467,34.10319065,9.141630354,1155214
3514,7.477264841,50.46250415,5.170797646,15.88758508,3.582815337,0.061712385,43.43119936,0.752379354,10.34,8.451176384,99.03138388,94.08366053,1.400155623,23.1978195,12.31899936,1605307
3515,7.426856093,49.76419724,3.645553443,12.54797164,3.695596038,0,22.09424985,1.540961488,6.23,2.363718706,98.91374703,96.24517311,16.20562358,4.496380572,25.57145503,2183682
3516,7.656944532,50.05764742,5.998886243,16.44610123,3.594082077,0,29.25766663,0.881985557,10.19,5.245288084,99.04872967,98.76701739,5.807859118,13.2329433,4.992858921,1099504
3517,7.77523993,50.25401109,6.912105532,17.49126783,3.586612492,0,33.75814535,0.44506359,10.48,5.286414592,99.24154076,92.47099545,2.488846609,12.35139557,8.732739823,1253078
3518,7.356314819,50.29076758,8.466613736,17.51215519,3.501749344,0,40.01395845,0.350988943,11.98,7.28944777,99.28555914,98.49827071,1.719937846,8.486742076,4.040032748,1048799
3519,6.787182465,50.65092955,10.0535315,18.73446154,3.260858923,0.151664955,36.87740796,0.285598832,12.28,8.46786673,99.61267842,94.05722952,0.925828158,6.625742726,18.34330034,679888
3520,6.438318673,51.31258195,11.45012539,19.20561414,3.448242563,0,36.60362724,0.125531396,10.48,7.103473845,98.00772548,97.31748,1.714640008,5.160929253,32.58693911,628609
3521,6.542089863,51.09966787,9.490163847,20.24414344,3.227999471,0.098030825,39.58548393,0.077512052,14.91,12.03672422,98.89287409,97.79275039,0.593242097,7.631621943,14.79604142,829899
3522,6.752738793,50.59184307,8.086698534,15.18243812,3.572223771,0,41.39909219,0.271765787,14.34,10.48644452,99.14794199,92.05789971,1.415881902,13.18778899,11.27101767,1243906
3523,6.913901017,50.61088766,7.111866302,16.41055729,3.608270625,0.488936075,42.82610875,0.447960643,16.87,11.32275318,99.50609696,96.90806139,1.385784533,19.19237073,19.17436547,1163614
3524,6.722841809,51.43096836,7.733842915,19.26217975,3.674957094,0,34.24310727,0.025940872,14.42,9.653505092,99.49688452,96.62631229,1.198262133,6.772422963,19.82002876,1188478
3525,8.036441733,50.41213122,4.797766172,17.92897799,3.786898521,0,25.89156593,1.172398576,12.8,5.114858156,99.64684048,95.09832316,11.09925704,3.640055087,28.22616395,1285018
3526,7.955606886,52.26852612,6.740503814,26.24541357,4.187273379,0.059207655,47.83315734,0.82244098,21.32,18.10243909,100,99.10497042,0.801248115,5.65541145,8.473609376,970894
3527,8.065827942,51.37066528,5.103109996,20.47467433,4.149660544,0.08947924,46.2131488,1.135022605,23.56,23.48423003,99.42533479,93.70040092,1.098944058,16.86379609,13.3897429,958082
3528,7.350520482,51.37627681,5.620692419,23.52097378,3.945156072,0,35.90974614,1.038109542,16,15.13476712,99.55637234,98.05821238,0.770848896,11.56594149,8.081997791,863004
3529,6.472578199,52.49304248,7.285724073,20.35361163,3.302309513,0.262625274,42.5763313,0.3963056,19.62,21.28796473,100,96.76656007,0.90069157,17.0403752,8.614047853,1081204
3571,7.548820409,50.14956541,5.866209504,20.10856314,3.637866208,0,23.2213482,0.739598094,8.49,3.913571014,99.05424307,99.76388158,10.70745698,6.108280827,12.47706187,284003
3572,7.755537114,50.41277972,6.879900418,22.00299571,3.609937503,0,25.07573235,0.625163161,8.03,4.091730455,99.10645111,99.24848923,8.499044471,2.512783431,10.60379113,139995
3573,7.012838755,50.68983316,5.383465394,23.04345837,3.279806614,0,22.29849997,0.612181063,4.17,3.235973261,96.926878,99.68048682,24.07100971,2.17978145,51.08283703,861414
3574,7.724187148,50.76115508,5.698022845,13.20981831,3.783642663,0,30.59095069,0.883414062,7.84,8.68943347,99.56731786,99.7023277,6.376368398,11.29690779,28.80752151,233123
3575,8.396729903,50.4239672,4.57468969,15.02666693,3.911870254,0,29.11869636,0.652980843,7.53,5.983312677,99.6252751,94.03215893,9.209508892,16.71590301,44.37020441,197696
3576,8.042910213,50.82404609,5.588087143,16.40667487,3.63671752,0,20.25916958,0.552486188,5.73,4.675744841,98.53736726,86.40123651,12.94329794,2.690557289,7.550734179,127279
3577,6.973017208,51.62931054,7.691914255,23.50445482,3.245909502,0,20.41437255,0.413805444,4.94,3.377032756,96.67595138,94.89033591,16.94674513,1.852022652,61.69965505,176099
3578,7.434174764,50.60266599,4.241488451,19.92059478,3.534168737,0,27.10716554,0.365664839,5.39,3.052322027,98.93026936,99.43547464,30.06235993,3.683875644,85.3175409,2874699
3579,7.691552256,49.77265139,7.089053876,16.68402455,3.787465129,0,30.75599461,0.728358821,4.31,4.034832011,97.25125535,97.42235447,6.431095406,2.66319509,24.15845267,203997
3601,10.62380612,48.93967078,4.638307061,15.67502115,3.994426659,0.158243071,46.3664992,0.489136886,9.74,7.388423286,98.6474696,91.70534278,2.13047589,38.89594772,8.680146632,1205203
3602,10.05360169,48.76905862,4.072344003,12.38811239,3.84715973,0.252195869,51.05657805,0.692342149,8.64,6.51277232,99.47347007,89.96661322,0.563028026,32.95449106,5.601560443,1288103
3603,10.14085061,48.86282314,2.565077705,13.54922956,4.129502916,0,31.42333115,3.037967324,5.39,5.026976201,99.40245495,98.92400104,9.190679319,9.010417573,10.55419169,3584770
3604,9.80661696,49.29728577,3.49174439,15.50137375,4.368131997,0,36.89863644,0.653226894,4.63,6.510047255,99.48154961,99.53398047,1.610711126,26.28543477,5.843551004,1493591
3671,9.690683382,48.97304815,2.056957862,11.05096697,3.678194293,0,18.72567386,2.184284525,4.95,3.718108074,98.08973229,96.62034877,29.99809889,3.318297299,19.12911979,2139891
3672,10.20069851,48.95518229,2.407012523,9.323164004,4.062656497,0,23.56859856,1.352387126,3.52,4.607467247,95.03717561,98.52736605,17.60349211,6.252218545,11.41747014,425103
3673,10.45367091,48.73930082,2.332764317,12.91509834,4.263190011,0.180491502,30.8865425,1.748278651,5.57,7.523690303,99.70453348,99.5869892,11.9214316,15.91922202,1.42530478,666600
3674,9.068193432,49.61881922,2.772858899,13.11530032,3.829501565,0,12.85378315,3.339091254,1.76,2.684230458,97.2757606,98.66650711,10.54991623,0.538043147,10.59356038,1644899
5101,7.376672957,50.46737143,6.605856168,11.38854736,3.590577341,0,35.92995552,0.775219582,5.38,7.714816097,98.99809035,96.32197138,3.701572187,6.768775996,37.21976613,274937
5102,6.052403908,50.30507258,9.618358398,9.597743568,3.869561015,0,30.63592433,0.512306493,4.92,6.557852528,99.44819345,98.7505272,8.600449881,4.724623928,62.16171095,441034
5103,7.779725469,48.91325066,5.465461806,9.131789555,3.842880386,0,17.96649222,1.936483346,2.06,4.2031043,93.47986624,99.75624546,33.00412462,1.403689939,37.8239804,643474
5104,7.152402695,49.50740973,7.190584904,4.076355888,4.483385194,0,25.89458824,0.856131421,4.46,7.828035109,96.4639485,99.02370742,6.235790262,2.900346829,58.67563013,503900
5105,7.163860685,50.55113133,9.650583302,11.79162341,3.75359617,0.165243735,28.42356406,0.413553082,6.29,14.85457906,97.75438002,97.37516683,3.552740292,8.007965595,73.97199331,177384
5106,7.557040352,49.43749249,8.64246409,6.47006969,3.738951815,0.176305241,41.09149366,0.664788511,5.23,13.09038588,98.68602698,91.86667332,2.471599887,14.80964024,32.92250886,225094
5107,7.843441607,49.97853604,8.749778691,10.35278541,3.790985905,0.676700716,38.9300962,0.543921277,6.55,17.64623834,98.16941423,92.15633993,0,27.79805632,35.39163135,412822
5108,7.798495457,50.18492699,7.492530911,11.88250928,3.584081973,0.409647023,37.55451575,0.683038179,5.74,10.44600276,99.60572847,89.53752718,5.47806796,10.43282008,52.66874602,653604
5171,8.413917997,48.95419421,2.690941698,12.53994068,3.259789944,0,16.67346317,2.272962297,2.27,3.019264549,94.14895903,98.96906478,56.41773295,0.875471049,27.23775272,914279
5201,9.84113204,51.13074683,4.513919343,19.85545103,3.500275777,0.181596803,37.29815419,1.493633368,16.46,16.28386667,98.01336219,97.67358365,0.55155476,25.75136328,24.58061025,675222
5202,10.1962161,52.70428453,4.651207869,27.57545834,3.263338968,0.256184087,37.71826646,0.907493107,15.31,19.12607098,99.38326053,99.13480765,0.651881319,28.14370205,24.65552201,930797
5203,10.37188277,53.44182525,4.708279418,31.66485341,3.328286273,0.111895917,38.7478842,0.811843725,18.28,16.05521274,99.52535838,98.71474715,0.479996843,22.7554581,20.02063169,1183204
5204,9.985956935,48.98243502,4.996656413,12.56596741,3.699287552,2.552938848,36.277036,0.926812933,15.31,9.687212899,99.49370011,84.04825516,3.429480836,28.7139653,18.79658948,449680
5205,11.38611027,49.53951727,4.06664322,13.98222518,3.873801942,1.099440774,27.06551696,1.448012547,13.43,12.83435787,99.67840565,94.18120178,1.023398761,27.58265608,22.95201432,245387
5206,10.76965589,50.20724564,5.313862012,14.50639557,3.78812558,1.761258654,31.63333838,1.082464792,15.1,13.09777407,99.40128308,89.32301373,1.082448475,27.6646868,5.909454969,478967
5207,11.61479364,49.29712346,4.203680543,13.05724856,3.724083784,0.22622628,32.17421971,2.739324948,15.96,8.68095704,96.93663003,83.72235382,7.806137386,1.426556304,32.85870173,140890
5208,10.17461648,50.88280646,4.606429924,16.16181293,3.5057141,0.230511996,38.3603176,0.990785195,32.06,19.05962286,99.79221454,90.3964157,0.754845622,23.35151456,29.66137463,216515
5271,9.046838669,50.53346661,3.880342174,22.14616343,3.651313059,0.219299963,24.26461865,1.97658292,9.55,9.592707891,98.25891494,94.25825704,14.71189467,8.360811097,63.34871044,468509
5272,9.490863828,50.85138009,4.436361,16.22902734,3.883515194,0.213539833,17.17397196,2.189817788,9.27,9.727016003,95.78552153,71.39504869,6.098791505,12.02862842,4.67675701,166407
5301,12.30152711,48.21384381,3.65453544,15.81315888,5.219759157,42.41426726,28.61113514,1.53323509,29.28,19.12269363,99.9791658,99.17079878,3.054293929,50.90212092,0,125776
5302,12.73219446,48.7830629,4.393436637,14.57262785,4.742296761,18.32966288,40.32162117,1.276120865,31.03,11.62298855,99.65177782,98.57323018,3.469045871,34.13895006,21.86082406,252704
5303,10.92467568,48.77022346,4.578414725,14.00591187,4.571451637,22.67748025,36.99995054,4.474427925,22.91,11.05458361,97.2937056,88.25947638,1.64563565,8.52749764,3.20184808,372777
5304,12.33069466,50.87469031,4.850182578,17.72867188,4.18270281,43.07146532,42.54090122,0.076343816,29.44,16.73075219,98.24518645,97.95632825,0.437800706,5.956797646,10.86738701,463980
5305,11.66911546,50.4857448,4.949378166,15.41936958,4.379199409,26.71624211,39.7729225,1.044976889,23.52,10.31522401,99.60269325,97.72867113,5.175535749,11.72406519,2.898932897,249711
5306,11.28349987,50.01363025,3.635047612,17.41952066,4.557004862,13.14656557,34.88423691,1.639877863,15.95,13.44547164,99.52879693,91.22919746,6.050675748,17.80290861,4.195849129,213596
